num_epochs,learning_rate,lr_decay_factor,lr_decay_step,regularization,final_train_loss,final_valid_loss
250,0.005,0.3,350,0.001,1.467622797936201,1.61549910902977
250,0.005,0.3,350,0.01,1.5193268619477749,1.6475265622138977
250,0.005,0.3,350,0.1,2.3025086745619774,2.3026135563850403
250,0.005,1,100,0,1.6665780693292618,1.6448834538459778
250,0.005,1,100,0.001,1.4690546281635761,1.5948496758937836
250,0.005,1,100,0.01,1.520312413573265,1.6761498749256134
250,0.005,1,100,0.1,2.3024977818131447,2.302596688270569
250,0.005,1,250,0,1.6518268436193466,1.6091690361499786
250,0.005,1,250,0.001,1.4678064621984959,1.6153968274593353
250,0.005,1,250,0.01,1.5182526521384716,1.6322913467884064
250,0.005,1,250,0.1,2.3024820014834404,2.302551567554474
250,0.005,1,350,0,1.6497289463877678,1.6378510296344757
250,0.005,1,350,0.001,1.4696517176926136,1.6032045781612396
250,0.005,1,350,0.01,1.5194159857928753,1.6072758436203003
250,0.005,1,350,0.1,2.302507683634758,2.302651524543762
250,0.01,0.1,100,0,1.6735917627811432,1.6990925669670105
250,0.01,0.1,100,0.001,1.4682936295866966,1.5828473567962646
250,0.01,0.1,100,0.01,1.5180448219180107,1.612797349691391
250,0.01,0.1,100,0.1,2.302509695291519,2.302689015865326
250,0.01,0.1,250,0,1.6779658906161785,1.6309408843517303
250,0.01,0.1,250,0.001,1.4726709760725498,1.7086040675640106
250,0.01,0.1,250,0.01,1.5214047357439995,1.6577982604503632
250,0.01,0.1,250,0.1,2.3025104105472565,2.3025190234184265
250,0.01,0.1,350,0,1.670959748327732,1.6305599510669708
250,0.01,0.1,350,0.001,1.4690739661455154,1.5982298851013184
250,0.01,0.1,350,0.01,1.5184318833053112,1.602803498506546
250,0.01,0.1,350,0.1,2.3025039061903954,2.3026397824287415
250,0.01,0.2,100,0,1.6405710391700268,1.632255882024765
250,0.01,0.2,100,0.001,1.465907096862793,1.6214125454425812
250,0.01,0.2,100,0.01,1.522031705826521,1.6644582748413086
250,0.01,0.2,100,0.1,2.30250346660614,2.3026163578033447
250,0.01,0.2,250,0,1.6446884907782078,1.6508587002754211
250,0.01,0.2,250,0.001,1.4675990715622902,1.6049899756908417
250,0.01,0.2,250,0.01,1.521322414278984,1.6087656617164612
250,0.01,0.2,250,0.1,2.302511863410473,2.3026669025421143
250,0.01,0.2,350,0,1.6622541919350624,1.6647887825965881
250,0.01,0.2,350,0.001,1.4730255603790283,1.5810414850711823
250,0.01,0.2,350,0.01,1.5188425816595554,1.6276037991046906
250,0.01,0.2,350,0.1,2.3025160431861877,2.3025278449058533
250,0.01,0.3,100,0,1.6652439087629318,1.6248933374881744
250,0.01,0.3,100,0.001,1.469410665333271,1.584176927804947
250,0.01,0.3,100,0.01,1.5225481055676937,1.6238156855106354
250,0.01,0.3,100,0.1,2.302511565387249,2.3025403022766113
250,0.01,0.3,250,0,1.6738205514848232,1.684948593378067
250,0.01,0.3,250,0.001,1.4678189642727375,1.5692009329795837
250,0.01,0.3,250,0.01,1.5211892947554588,1.61844864487648
250,0.01,0.3,250,0.1,2.3024958819150925,2.3027074337005615
250,0.01,0.3,350,0,1.6411981619894505,1.7069130837917328
250,0.01,0.3,350,0.001,1.4681119620800018,1.6088935434818268
250,0.01,0.3,350,0.01,1.5185719355940819,1.6497765481472015
250,0.01,0.3,350,0.1,2.302504889667034,2.3026328086853027
250,0.01,1,100,0,1.6572717055678368,1.6665073037147522
250,0.01,1,100,0.001,1.4703207165002823,1.6324383914470673
250,0.01,1,100,0.01,1.5203490555286407,1.655971109867096
250,0.01,1,100,0.1,2.3025143295526505,2.302590072154999
250,0.01,1,250,0,1.666868805885315,1.6527344286441803
250,0.01,1,250,0.001,1.4682618826627731,1.5986519157886505
250,0.01,1,250,0.01,1.515116885304451,1.6562740504741669
250,0.01,1,250,0.1,2.3025158420205116,2.3026302456855774
250,0.01,1,350,0,1.6508296839892864,1.6094125807285309
250,0.01,1,350,0.001,1.4726879335939884,1.6381016969680786
250,0.01,1,350,0.01,1.5196064673364162,1.6727682948112488
250,0.01,1,350,0.1,2.3024990558624268,2.302480459213257
550,0.001,0.1,100,0,1.6124207451939583,1.6332482993602753
550,0.001,0.1,100,0.001,1.4688080921769142,1.6606381237506866
550,0.001,0.1,100,0.01,1.517204787582159,1.637307047843933
550,0.001,0.1,100,0.1,2.3025069162249565,2.302764594554901
550,0.001,0.1,250,0,1.6223048977553844,1.6435697972774506
550,0.001,0.1,250,0.001,1.4674780555069447,1.6069544851779938
550,0.001,0.1,250,0.01,1.5187254026532173,1.6715224087238312
550,0.001,0.1,250,0.1,2.302505485713482,2.3027780055999756
550,0.001,0.1,350,0,1.586341131478548,1.6723889708518982
550,0.001,0.1,350,0.001,1.4675860442221165,1.607542723417282
550,0.001,0.1,350,0.01,1.5192203335464,1.655646651983261
550,0.001,0.1,350,0.1,2.302502103149891,2.302665889263153
550,0.001,0.2,100,0,1.608156032860279,1.6747024953365326
550,0.001,0.2,100,0.001,1.466101948171854,1.5951580703258514
550,0.001,0.2,100,0.01,1.5175479389727116,1.616614818572998
550,0.001,0.2,100,0.1,2.302492782473564,2.3025949001312256
550,0.001,0.2,250,0,1.619197092950344,1.6629343032836914
550,0.001,0.2,250,0.001,1.4667702168226242,1.574961096048355
550,0.001,0.2,250,0.01,1.5161848366260529,1.6067692935466766
550,0.001,0.2,250,0.1,2.3024904802441597,2.302483022212982
550,0.001,0.2,350,0,1.6192959249019623,1.6138115525245667
550,0.001,0.2,350,0.001,1.466197669506073,1.6349129676818848
550,0.001,0.2,350,0.01,1.5191796198487282,1.6097985804080963
550,0.001,0.2,350,0.1,2.302508667111397,2.302479565143585
550,0.001,0.3,100,0,1.6332448050379753,1.7031339704990387
550,0.001,0.3,100,0.001,1.4700922556221485,1.6389310657978058
550,0.001,0.3,100,0.01,1.5155865252017975,1.682081401348114
550,0.001,0.3,100,0.1,2.302502878010273,2.302558958530426
550,0.001,0.3,250,0,1.626240074634552,1.632362574338913
550,0.001,0.3,250,0.001,1.4668178521096706,1.6085103750228882
550,0.001,0.3,250,0.01,1.516474161297083,1.633857548236847
550,0.001,0.3,250,0.1,2.3025034070014954,2.302741229534149
550,0.001,0.3,350,0,1.6153816618025303,1.6959814131259918
550,0.001,0.3,350,0.001,1.4672449678182602,1.5989038050174713
550,0.001,0.3,350,0.01,1.5191737450659275,1.6324393153190613
550,0.001,0.3,350,0.1,2.3025166168808937,2.302516460418701
550,0.001,1,100,0,1.6130276657640934,1.6077865362167358
550,0.001,1,100,0.001,1.4657465554773808,1.566298246383667
550,0.001,1,100,0.01,1.5158661268651485,1.6107663810253143
550,0.001,1,100,0.1,2.3025115728378296,2.3025591373443604
550,0.001,1,250,0,1.6013873368501663,1.674946665763855
550,0.001,1,250,0.001,1.4699805788695812,1.5832783579826355
550,0.001,1,250,0.01,1.5170030258595943,1.6543577909469604
550,0.001,1,250,0.1,2.3025121986865997,2.302375078201294
550,0.001,1,350,0,1.5956616960465908,1.6422600448131561
550,0.001,1,350,0.001,1.4677174650132656,1.6005559861660004
550,0.001,1,350,0.01,1.5156485550105572,1.6299797892570496
550,0.001,1,350,0.1,2.3025068640708923,2.302854299545288
550,0.005,0.1,100,0,1.6278769671916962,1.6800829768180847
550,0.005,0.1,100,0.001,1.467170786112547,1.596787452697754
550,0.005,0.1,100,0.01,1.5168839171528816,1.6057766377925873
550,0.005,0.1,100,0.1,2.3025125935673714,2.3029313683509827
550,0.005,0.1,250,0,1.6064723879098892,1.6584682166576385
550,0.005,0.1,250,0.001,1.4662631377577782,1.636600375175476
550,0.005,0.1,250,0.01,1.5184407494962215,1.6991932094097137
550,0.005,0.1,250,0.1,2.3024985268712044,2.302638590335846
550,0.005,0.1,350,0,1.6161161214113235,1.6817232072353363
550,0.005,0.1,350,0.001,1.4661181345582008,1.644783467054367
550,0.005,0.1,350,0.01,1.5185302048921585,1.6307500302791595
550,0.005,0.1,350,0.1,2.3025150075554848,2.3024107813835144
550,0.005,0.2,100,0,1.6027142368257046,1.6849453449249268
550,0.005,0.2,100,0.001,1.467168215662241,1.5909311771392822
550,0.005,0.2,100,0.01,1.519017681479454,1.6426561176776886
550,0.005,0.2,100,0.1,2.302512474358082,2.302467167377472
550,0.005,0.2,250,0,1.6087799221277237,1.6893115043640137
550,0.005,0.2,250,0.001,1.4749039635062218,1.6083656549453735
550,0.005,0.2,250,0.01,1.5183793418109417,1.666384905576706
550,0.005,0.2,250,0.1,2.302502989768982,2.3018718957901
550,0.005,0.2,350,0,1.6191888265311718,1.6741807162761688
550,0.005,0.2,350,0.001,1.4660610780119896,1.6295251548290253
550,0.005,0.2,350,0.01,1.5174626521766186,1.62277153134346
550,0.005,0.2,350,0.1,2.302509233355522,2.302471697330475
550,0.005,0.3,100,0,1.6199686080217361,1.7010076642036438
550,0.005,0.3,100,0.001,1.4672939963638783,1.5853147208690643
550,0.005,0.3,100,0.01,1.5181358344852924,1.605374962091446
550,0.005,0.3,100,0.1,2.302498333156109,2.30257111787796
550,0.005,0.3,250,0,1.6123452559113503,1.6282095313072205
550,0.005,0.3,250,0.001,1.4692634344100952,1.6226385831832886
550,0.005,0.3,250,0.01,1.518233049660921,1.6838628351688385
550,0.005,0.3,250,0.1,2.3025100082159042,2.302527070045471
550,0.005,0.3,350,0,1.6115089878439903,1.6242774426937103
550,0.005,0.3,350,0.001,1.47150843963027,1.6106376945972443
550,0.005,0.3,350,0.01,1.5160252004861832,1.6344856917858124
550,0.005,0.3,350,0.1,2.3025127425789833,2.3026305437088013
550,0.005,1,100,0,1.612119909375906,1.6628701090812683
550,0.005,1,100,0.001,1.466587882488966,1.6129313111305237
550,0.005,1,100,0.01,1.5174554511904716,1.6678502261638641
550,0.005,1,100,0.1,2.3025073558092117,2.3026092648506165
550,0.005,1,250,0,1.6321354061365128,1.639802724123001
550,0.005,1,250,0.001,1.4683462008833885,1.6150428652763367
550,0.005,1,250,0.01,1.5186975561082363,1.6283769309520721
550,0.005,1,250,0.1,2.302509717643261,2.3026419281959534
550,0.005,1,350,0,1.62836392223835,1.6818801760673523
550,0.005,1,350,0.001,1.4665382206439972,1.6078579723834991
550,0.005,1,350,0.01,1.517814215272665,1.6461594700813293
550,0.005,1,350,0.1,2.302501380443573,2.3026705384254456
550,0.01,0.1,100,0,1.6286094598472118,1.6392370164394379
550,0.01,0.1,100,0.001,1.4663046784698963,1.6111363768577576
550,0.01,0.1,100,0.01,1.5163026340305805,1.678497463464737
550,0.01,0.1,100,0.1,2.3025206103920937,2.302520990371704
550,0.01,0.1,250,0,1.613633532077074,1.6310934722423553
550,0.01,0.1,250,0.001,1.466783568263054,1.630780965089798
550,0.01,0.1,250,0.01,1.5183068066835403,1.6132586598396301
550,0.01,0.1,250,0.1,2.302514433860779,2.3024564385414124
550,0.01,0.1,350,0,1.61897399649024,1.6193217039108276
550,0.01,0.1,350,0.001,1.4673855379223824,1.603670358657837
550,0.01,0.1,350,0.01,1.5172886364161968,1.6448682248592377
550,0.01,0.1,350,0.1,2.3025079369544983,2.30301433801651
550,0.01,0.2,100,0,1.592105183750391,1.6250343322753906
550,0.01,0.2,100,0.001,1.4664629213511944,1.603042483329773
550,0.01,0.2,100,0.01,1.5190996117889881,1.6124087274074554
550,0.01,0.2,100,0.1,2.3025018349289894,2.302617311477661
550,0.01,0.2,250,0,1.6268514432013035,1.662730872631073
550,0.01,0.2,250,0.001,1.4669297002255917,1.6012174487113953
550,0.01,0.2,250,0.01,1.5165763273835182,1.6760256588459015
550,0.01,0.2,250,0.1,2.3025119677186012,2.3025891184806824
550,0.01,0.2,350,0,1.6069269254803658,1.7034203112125397
550,0.01,0.2,350,0.001,1.4670588299632072,1.5964565873146057
550,0.01,0.2,350,0.01,1.5153253264725208,1.6259740889072418
550,0.01,0.2,350,0.1,2.3024959713220596,2.3026028275489807
550,0.01,0.3,100,0,1.6064694374799728,1.6612337529659271
550,0.01,0.3,100,0.001,1.4686477072536945,1.60146102309227
550,0.01,0.3,100,0.01,1.5150154381990433,1.6569716334342957
550,0.01,0.3,100,0.1,2.302500642836094,2.3025158047676086
550,0.01,0.3,250,0,1.6125737838447094,1.6578105092048645
550,0.01,0.3,250,0.001,1.465945690870285,1.5830121636390686
550,0.01,0.3,250,0.01,1.5165238194167614,1.6423470377922058
550,0.01,0.3,250,0.1,2.302518628537655,2.302674174308777
550,0.01,0.3,350,0,1.6211701147258282,1.6924299001693726
550,0.01,0.3,350,0.001,1.466759204864502,1.6305548548698425
550,0.01,0.3,350,0.01,1.515912164002657,1.6529056131839752
550,0.01,0.3,350,0.1,2.302513502538204,2.302370309829712
550,0.01,1,100,0,1.6245572939515114,1.6943150758743286
550,0.01,1,100,0.001,1.4662349373102188,1.5965643227100372
550,0.01,1,100,0.01,1.5193389020860195,1.6239233314990997
550,0.01,1,100,0.1,2.3024990037083626,2.3029122352600098
550,0.01,1,250,0,1.6214553974568844,1.6056524217128754
550,0.01,1,250,0.001,1.4679437316954136,1.5964525938034058
550,0.01,1,250,0.01,1.5202511735260487,1.6266929805278778
550,0.01,1,250,0.1,2.3025102019309998,2.3026034235954285
550,0.01,1,350,0,1.6301391832530499,1.6620876491069794
550,0.01,1,350,0.001,1.4693506732583046,1.6115637123584747
550,0.01,1,350,0.01,1.5183098576962948,1.607702374458313
550,0.01,1,350,0.1,2.3025092408061028,2.3026259541511536
1100,0.001,0.1,100,0,1.582448035478592,1.6667560636997223
1100,0.001,0.1,100,0.001,1.4655062071979046,1.5924424231052399
1100,0.001,0.1,100,0.01,1.5175269767642021,1.6071093380451202
1100,0.001,0.1,100,0.1,2.3024961203336716,2.3026000261306763
1100,0.001,0.1,250,0,1.5806706734001637,1.6726957857608795
1100,0.001,0.1,250,0.001,1.4655698128044605,1.5934596061706543
1100,0.001,0.1,250,0.01,1.516448713839054,1.6492392718791962
1100,0.001,0.1,250,0.1,2.302499398589134,2.302576959133148
1100,0.001,0.1,350,0,1.5872480012476444,1.711259663105011
1100,0.001,0.1,350,0.001,1.466632355004549,1.601554661989212
1100,0.001,0.1,350,0.01,1.5169931165874004,1.6149726212024689
1100,0.001,0.1,350,0.1,2.302514612674713,2.3025434017181396
1100,0.001,0.2,100,0,1.5797927714884281,1.646937370300293
1100,0.001,0.2,100,0.001,1.4646617509424686,1.5812671184539795
1100,0.001,0.2,100,0.01,1.51615384593606,1.6634273529052734
1100,0.001,0.2,100,0.1,2.3025065511465073,2.302571952342987
1100,0.001,0.2,250,0,1.605456493794918,1.6562376916408539
1100,0.001,0.2,250,0.001,1.4662482552230358,1.6091700494289398
1100,0.001,0.2,250,0.01,1.5173246711492538,1.6287607848644257
1100,0.001,0.2,250,0.1,2.302498199045658,2.302642285823822
1100,0.001,0.2,350,0,1.5988158658146858,1.6881042420864105
1100,0.001,0.2,350,0.001,1.4676667340099812,1.6252045929431915
1100,0.001,0.2,350,0.01,1.5175934880971909,1.636735737323761
1100,0.001,0.2,350,0.1,2.302520304918289,2.3024603128433228
1100,0.001,0.3,100,0,1.5825552493333817,1.6341210901737213
1100,0.001,0.3,100,0.001,1.4651537016034126,1.5743973851203918
1100,0.001,0.3,100,0.01,1.514027364552021,1.602467656135559
1100,0.001,0.3,100,0.1,2.3024978414177895,2.3026130199432373
1100,0.001,0.3,250,0,1.5865727961063385,1.6385317146778107
1100,0.001,0.3,250,0.001,1.4655570052564144,1.6027047634124756
1100,0.001,0.3,250,0.01,1.5169108025729656,1.663447767496109
1100,0.001,0.3,250,0.1,2.3024963438510895,2.3028135895729065
1100,0.001,0.3,350,0,1.5775210708379745,1.679802030324936
1100,0.001,0.3,350,0.001,1.4677791148424149,1.6013594269752502
1100,0.001,0.3,350,0.01,1.5149181857705116,1.6767711341381073
1100,0.001,0.3,350,0.1,2.3025099262595177,2.3026058077812195
1100,0.001,1,100,0,1.5708774775266647,1.5943408608436584
1100,0.001,1,100,0.001,1.467191033065319,1.589099407196045
1100,0.001,1,100,0.01,1.5174563713371754,1.6351537108421326
1100,0.001,1,100,0.1,2.302507162094116,2.3022245168685913
1100,0.001,1,250,0,1.5880810357630253,1.644144982099533
1100,0.001,1,250,0.001,1.4685309641063213,1.6300301849842072
1100,0.001,1,250,0.01,1.5137550793588161,1.6203732192516327
1100,0.001,1,250,0.1,2.3025025576353073,2.3023720383644104
1100,0.001,1,350,0,1.5856938399374485,1.6405327916145325
1100,0.001,1,350,0.001,1.4661153703927994,1.6106933951377869
1100,0.001,1,350,0.01,1.517165195196867,1.6501660346984863
1100,0.001,1,350,0.1,2.3025057315826416,2.302448272705078
1100,0.005,0.1,100,0,1.5774134881794453,1.6277619004249573
1100,0.005,0.1,100,0.001,1.466315932571888,1.6784425973892212
1100,0.005,0.1,100,0.01,1.5175976417958736,1.6108839809894562
1100,0.005,0.1,100,0.1,2.3025116994976997,2.30263614654541
1100,0.005,0.1,250,0,1.5759295672178268,1.698827862739563
1100,0.005,0.1,250,0.001,1.46712701395154,1.6410798132419586
1100,0.005,0.1,250,0.01,1.5201168730854988,1.643660992383957
1100,0.005,0.1,250,0.1,2.302502267062664,2.3026697039604187
1100,0.005,0.1,350,0,1.585386049002409,1.6506847739219666
1100,0.005,0.1,350,0.001,1.466576710343361,1.6358495354652405
1100,0.005,0.1,350,0.01,1.51633894816041,1.6318951547145844
1100,0.005,0.1,350,0.1,2.302518256008625,2.3026517033576965
1100,0.005,0.2,100,0,1.580262165516615,1.6920274496078491
1100,0.005,0.2,100,0.001,1.4676179140806198,1.5913898944854736
1100,0.005,0.2,100,0.01,1.5175876542925835,1.6265569031238556
1100,0.005,0.2,100,0.1,2.3024818673729897,2.3024943470954895
1100,0.005,0.2,250,0,1.587930042296648,1.6587026715278625
1100,0.005,0.2,250,0.001,1.4665324501693249,1.6050040125846863
1100,0.005,0.2,250,0.01,1.5168130099773407,1.6394150257110596
1100,0.005,0.2,250,0.1,2.302496127784252,2.3026468753814697
1100,0.005,0.2,350,0,1.588505294173956,1.670272558927536
1100,0.005,0.2,350,0.001,1.4666650891304016,1.6019761860370636
1100,0.005,0.2,350,0.01,1.5179736129939556,1.6822910606861115
1100,0.005,0.2,350,0.1,2.3024957105517387,2.3024100065231323
1100,0.005,0.3,100,0,1.5823043622076511,1.6513046324253082
1100,0.005,0.3,100,0.001,1.4662311263382435,1.5788929164409637
1100,0.005,0.3,100,0.01,1.5212082788348198,1.6148830950260162
1100,0.005,0.3,100,0.1,2.3025160431861877,2.3025553226470947
1100,0.005,0.3,250,0,1.5922954864799976,1.654810220003128
1100,0.005,0.3,250,0.001,1.467052686959505,1.5714117884635925
1100,0.005,0.3,250,0.01,1.5186511278152466,1.627742201089859
1100,0.005,0.3,250,0.1,2.3025031462311745,2.302531898021698
1100,0.005,0.3,350,0,1.571761216968298,1.620881348848343
1100,0.005,0.3,350,0.001,1.4706060215830803,1.6455004215240479
1100,0.005,0.3,350,0.01,1.5156836807727814,1.6399190723896027
1100,0.005,0.3,350,0.1,2.3025068640708923,2.3025901317596436
1100,0.005,1,100,0,1.5900494791567326,1.653991848230362
1100,0.005,1,100,0.001,1.4656849466264248,1.6418032050132751
1100,0.005,1,100,0.01,1.516669075936079,1.674737960100174
1100,0.005,1,100,0.1,2.302491992712021,2.302996039390564
1100,0.005,1,250,0,1.585537951439619,1.685299277305603
1100,0.005,1,250,0.001,1.466279361397028,1.6012882590293884
1100,0.005,1,250,0.01,1.5205851458013058,1.6412084996700287
1100,0.005,1,250,0.1,2.3025242686271667,2.302591621875763
1100,0.005,1,350,0,1.5892829447984695,1.6395149230957031
1100,0.005,1,350,0.001,1.4667130932211876,1.6034346222877502
1100,0.005,1,350,0.01,1.5151941739022732,1.6255265772342682
1100,0.005,1,350,0.1,2.302506372332573,2.3025918006896973
1100,0.01,0.1,100,0,1.58552161231637,1.6828549206256866
1100,0.01,0.1,100,0.001,1.4690371602773666,1.6364621222019196
1100,0.01,0.1,100,0.01,1.516895029693842,1.6557342112064362
1100,0.01,0.1,100,0.1,2.3025009632110596,2.302510976791382
1100,0.01,0.1,250,0,1.5949722602963448,1.6627609431743622
1100,0.01,0.1,250,0.001,1.4651561118662357,1.5979467928409576
1100,0.01,0.1,250,0.01,1.5155765861272812,1.6365479528903961
1100,0.01,0.1,250,0.1,2.302501194179058,2.302667796611786
1100,0.01,0.1,350,0,1.60169468075037,1.6702621579170227
1100,0.01,0.1,350,0.001,1.4668733440339565,1.5684036314487457
1100,0.01,0.1,350,0.01,1.5186918638646603,1.6436971127986908
1100,0.01,0.1,350,0.1,2.3025138303637505,2.302541971206665
1100,0.01,0.2,100,0,1.574840497225523,1.642701655626297
1100,0.01,0.2,100,0.001,1.4651856608688831,1.5870721936225891
1100,0.01,0.2,100,0.01,1.5166427418589592,1.6302278637886047
1100,0.01,0.2,100,0.1,2.302501045167446,2.302411198616028
1100,0.01,0.2,250,0,1.5736428797245026,1.6898311972618103
1100,0.01,0.2,250,0.001,1.4675633236765862,1.6254303455352783
1100,0.01,0.2,250,0.01,1.5158717297017574,1.6403194665908813
1100,0.01,0.2,250,0.1,2.3025058656930923,2.3026691675186157
1100,0.01,0.2,350,0,1.5861625038087368,1.6303596198558807
1100,0.01,0.2,350,0.001,1.4668874368071556,1.6353638470172882
1100,0.01,0.2,350,0.01,1.5167477130889893,1.6335819363594055
1100,0.01,0.2,350,0.1,2.302502155303955,2.3027477264404297
1100,0.01,0.3,100,0,1.572460524737835,1.6945841610431671
1100,0.01,0.3,100,0.001,1.4671987742185593,1.580893635749817
1100,0.01,0.3,100,0.01,1.5150327906012535,1.6191787421703339
1100,0.01,0.3,100,0.1,2.3024979010224342,2.302999496459961
1100,0.01,0.3,250,0,1.5776386931538582,1.651840627193451
1100,0.01,0.3,250,0.001,1.4647070206701756,1.6083536744117737
1100,0.01,0.3,250,0.01,1.5144238620996475,1.6219406127929688
1100,0.01,0.3,250,0.1,2.302507631480694,2.302492141723633
1100,0.01,0.3,350,0,1.5860178247094154,1.6120238900184631
1100,0.01,0.3,350,0.001,1.4657592736184597,1.636152595281601
1100,0.01,0.3,350,0.01,1.519213818013668,1.6246199905872345
1100,0.01,0.3,350,0.1,2.302515782415867,2.3026167154312134
1100,0.01,1,100,0,1.5802023857831955,1.5972464382648468
1100,0.01,1,100,0.001,1.4663841351866722,1.578119158744812
